Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,26223,26223
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,45058,45058
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,26892,26892
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,50674,50674
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29977,29977
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,69259,69259
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,26314,26314
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,97992,97992
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,63591,63591
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,38765,38765
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,72999,72999
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94161,94161
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53068,53068
"C.M.R. Institute of Technology-Brookefield, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,74304,74304
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87610,87610
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109536,109536
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,110659,110659
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103021,103021
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,92917,92917
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103547,103547
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,91275,91275
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75437,75437
"CMR University-Bagalur-Chagalatti, Bengaluru","Computer Science & Technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,83443,83443
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,40014,40014
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,102267,102267
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69337,69337
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66541,66541
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,80981,80981
"CMR University-Bagalur-Chagalatti, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,54946,54946
"CMR University-Bagalur-Chagalatti, Bengaluru","Information Technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98024,98024
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104072,104072
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,88206,88206
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105955,105955
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100037,100037
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105165,105165
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,76881,76881
"Cambridge Institute of Technology North Campus-Kundana, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102448,102448
"Cambridge Institute of Technology-K R Puram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111359,111359
"Cambridge Institute of Technology-K R Puram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,111009,111009
"Cambridge Institute of Technology-K R Puram, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108782,108782
"Cambridge Institute of Technology-K R Puram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110484,110484
"Cambridge Institute of Technology-K R Puram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,111009,111009
"Cambridge Institute of Technology-K R Puram, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,85816,85816
"Cambridge Institute of Technology-K R Puram, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84302,84302
"Cambridge Institute of Technology-K R Puram, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93618,93618
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98440,98440
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53323,53323
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,64529,64529
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,88739,88739
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111194,111194
"Cambridge Institute of Technology-K R Puram, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,64075,64075
"Cambridge Institute of Technology-K R Puram, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89496,89496
"Cambridge Institute of Technology-K R Puram, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103564,103564
"Cauvery College of Engineering-KBL Layout, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87921,87921
"Cauvery College of Engineering-KBL Layout, Mysuru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105087,105087
"Cauvery College of Engineering-KBL Layout, Mysuru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,63634,63634
"Cauvery Institute Of Technology-Sundahalli, Mandya","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109687,109687
"Cauvery Institute Of Technology-Sundahalli, Mandya","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94600,94600
"Cauvery Institute Of Technology-Sundahalli, Mandya","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,36023,36023
"Chanakya University-Devanahalli, Bengaluru Rural","Civil Construction & Sustain- ability Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78919,78919
"Chanakya University-Devanahalli, Bengaluru Rural","Civil Construction & Sustainability Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78919,78919
"Chanakya University-Devanahalli, Bengaluru Rural","Electronics Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106627,106627
"Chanakya University-Devanahalli, Bengaluru Rural","Mechanical & Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,61373,61373
"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106098,106098
"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101700,101700
"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110106,110106
"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91875,91875
"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89505,89505
"City Engineering College-Doddakalasandra, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110482,110482
"City Engineering College-Doddakalasandra, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109524,109524
"City Engineering College-Doddakalasandra, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100851,100851
"City Engineering College-Doddakalasandra, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96817,96817
"City Engineering College-Doddakalasandra, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,72611,72611
"City Engineering College-Doddakalasandra, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99390,99390
"Coorg Institute of Technology-Ponnampet, South Kodagu","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110685,110685
"Coorg Institute of Technology-Ponnampet, South Kodagu","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101886,101886
"Coorg Institute of Technology-Ponnampet, South Kodagu","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106864,106864
"Coorg Institute of Technology-Ponnampet, South Kodagu","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90149,90149
"Coorg Institute of Technology-Ponnampet, South Kodagu","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92784,92784
"Coorg Institute of Technology-Ponnampet, South Kodagu","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82980,82980
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102657,102657
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111427,111427
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,62015,62015
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107604,107604
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,97034,97034
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105817,105817
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107250,107250
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90566,90566
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81250,81250
"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109945,109945
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,46478,46478
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,37892,37892
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86484,86484
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58404,58404
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,58956,58956
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,65823,65823
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,54107,54107
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,69830,69830
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48711,48711
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,47322,47322
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,73943,73943
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,73702,73702
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68369,68369
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,73575,73575
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86367,86367
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,76449,76449
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,38173,38173
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,27699,27699
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,75283,75283
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108621,108621
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,46875,46875
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91193,91193
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,96589,96589
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94611,94611
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,79199,79199
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91599,91599
"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,107055,107055
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,43057,43057
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,68274,68274
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,9622,9622
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,19685,19685
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Automobile Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,63821,63821
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Automobile Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,76203,76203
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Bio technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29267,29267
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Bio technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81543,81543
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81432,81432
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,73759,73759
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75923,75923
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53019,53019
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,79665,79665
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68618,68618
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84969,84969
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,9116,9116
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,19497,19497
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,11261,11261
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,31502,31502
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,7819,7819
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,18974,18974
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,9105,9105
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,21259,21259
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,8322,8322
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,20497,20497
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,10204,10204
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,25934,25934
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,52159,52159
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,52550,52550
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,6820,6820
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,28470,28470
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,17651,17651
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,10951,10951
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,16919,16919
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,28677,28677
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Instrumentation Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,55579,55579
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Tele comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,10943,10943
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Tele comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,38041,38041
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Telecomm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,10958,10958
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Telecomm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,38041,38041
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Telecommu- nication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,30129,30129
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Telecommunicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,42918,42918
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Electronics & Telecommunicati on Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,74743,74743
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,10627,10627
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,22788,22788
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99998,99998
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,108484,108484
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Medical Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,71114,71114
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,12335,12335
"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,32330,32330
"Dr H N National College Of Engineering-Jayanagar, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107862,107862
"Dr H N National College Of Engineering-Jayanagar, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99127,99127
